PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO352134,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11280.00,01/03/2011,ROBERT MORRIS,413 5TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO353358,DC PUBLIC LIBRARY,LIBRARY SERVICES (NOT OTHERWISE CLASSIFIED) 38,$72000.00,01/14/2011,E-RATE ELITE SERVICES INC.,300 RED BROOK BLVD.                                SUITE 202  ; OWINGS MILLS  ; MD  ; 21117,OWINGS MILLS  ,MD
PO353318,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4750.00,01/14/2011,CITY DANCE ENSEMBLE INC,"1111 16TH STREET NW, SUITE 300  ; WASHINGTON  ; DC  ; 20036",WASHINGTON  ,DC
PO353320,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4500.00,01/14/2011,MOMENTUM,651 E STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO353359,DEPARTMENT OF PARKS AND RECREATION,"ROOFING, GUTTERS, AND DOWNSPOUTS MAINTENANCE AND REPAIR 66",$99115.60,01/14/2011,PROVIDENCE CONSTRUCTION AND,"CONTRACTING SERVICES 7826 EASTERN AVE, NW, #307   ; WASHINGTON  ; DC  ; 20012",WASHINGTON  ,DC
PO353290,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$6000.00,01/14/2011,GEORGE WASHINGTON UNIVERSITY -,801 22ND STREET NW ROSS HALL #100  ; WASHINGTON  ; DC  ; 20052-,WASHINGTON  ,DC
PO353288,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$4533.45,01/14/2011,GEORGE WASHINGTON UNIVERSITY -,801 22ND STREET NW ROSS HALL #100  ; WASHINGTON  ; DC  ; 20052-,WASHINGTON  ,DC
PO353315,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$14345.00,01/14/2011,LORTON ART PROGRAM,1688 32ND ST. NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO353313,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3750.00,01/14/2011,LATIN AMERICAN YOUTH CENTER,1419 COLUMBIA ROAD NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO353390,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$7416.00,01/14/2011,"DUSTIN CONSTRUCTION, INC.","2510 URBANA PIKE, SUITE 201   ; IJAMSVILLE  ; MD  ; 21754-",IJAMSVILLE  ,MD
PO353370,DEPARTMENT OF REAL ESTATE SERVICES,"ROOFING, GUTTERS, AND DOWNSPOUTS MAINTENANCE AND REPAIR 66",$113000.00,01/14/2011,K C HOME IMPROVEMENT & CONTRUC,732 RIDGE DRIVE  ; MCLEAN  ; VA  ; 22101,MCLEAN  ,VA
PO347750-V2,DISTRICT DEPARTMENT OF THE ENVIRONMENT,ENVIRONMENTAL SERVICES (NOT OTHERWISE CLASSIFIED) 42,$71352.00,01/14/2011,COMMUNITY RESOURCES,1341 H STREET NE SUITE 203  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO353289,DEPARTMENT OF HEALTH,EXPERT SYSTEM SOFTWARE 45,$72790.00,01/14/2011,SYSTEM AUTOMATION CORPORATION,7110 SAMUEL MORSE DRIVE                            #100  ; COLUMBIA  ; MD  ; 21046,COLUMBIA  ,MD
PO353361,OFFICE OF MUNICIPAL PLANNING,"PLANNING, URBAN (COMMUNITY, REGIONAL, AREAWIDE, AND STATE) 64",$15000.00,01/14/2011,"MT. PLEASANT MAIN STREET,INC.","3213 MT. PLEASANT STREET, NW                       2ND FLOOR  ; WASHINGTON  ; DC  ; 20010",WASHINGTON  ,DC
PO353387,OFFICE OF CHIEF TECHNOLOGY OFFICER,"INFORMATION HIGHWAY ELECTRONIC SERVICES (INTERNET, WORLD WIDE WEB, ETC.) 51",$6095.16,01/14/2011,LEVEL 3 COMMUNICATIONS LLC,1025 ELDORADO BLVD.   ; BROOMFIELD  ; CO  ; 80021-,BROOMFIELD  ,CO
PO353307,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/14/2011,YOUNG PLAYWRIGHTS THEATRE,2437 15TH ST NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO353321,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$11250.00,01/14/2011,YOUNG PLAYWRIGHTS THEATRE,2437 15TH ST NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO353379,DEPT. OF CONSUMER AND REGULATORY AFFAIRS,"BUILDING CONSTRUCTION, RESIDENTIAL (APARTMENTS, ETC.) 23",$100000.00,01/14/2011,"MARGNI, INC.","603 GALLATIN STREET, NW  ; WASHINGTON  ; DC  ; 20011",WASHINGTON  ,DC
PO353304,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$80000.00,01/14/2011,STUDIO THEATRE,1501 14TH STREET NW  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO353324,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$83490.50,01/14/2011,CULTURAL ALLIANCE OF GREATER,975 F STREET NW    ; WASHINGTON  ; DC  ; 20004-1479,WASHINGTON  ,DC
PO353309,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4500.00,01/14/2011,LEVINE SCHOOL OF MUSIC,2801 UPTON ST NW  ; WASHINGTON  ; DC  ; 20008,WASHINGTON  ,DC
PO353310,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/14/2011,LEVINE SCHOOL OF MUSIC,2801 UPTON ST NW  ; WASHINGTON  ; DC  ; 20008,WASHINGTON  ,DC
PO353381,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"INSTRUCTIONAL AIDS: COURSES, LESSON PLANS (PREPARED), PROGRAMS, ANCILLARY MATERIALS, VIDEOS, ETC. (SEE CLASS 715 FOR TEXTBOOKS) 70",$4000.00,01/14/2011,FUND FOR EDUCATION AND HUMAN SERVICE,"1234 MASSACHUSETTS AVENUE, NW                      SUITE 113  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO353388,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$11500.00,01/14/2011,BRANCHES ETC INC.,9629 ELROD ROAD   ; KENSINGTON  ; MD  ; 20895-,KENSINGTON  ,MD
PO353338,LOTTERY & CHARITABLE GAMES CONTROL BOARD,ADVERTISING/PUBLIC RELATIONS 03,$3177.65,01/14/2011,THE WASHINGTON INFORMER,"3117 M.L. KING AVENUE, SE  ; WASHINGTON  ; DC  ; 20032",WASHINGTON  ,DC
PO353316,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$14345.00,01/14/2011,D.C. JEWISH COMMUNITY CENTER,"COMMUNITY CENTER, INC. 1529 16TH ST., NW  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO353380,OFFICE OF CHIEF TECHNOLOGY OFFICER,TELECOMMUNICATIONS CONSULTING 95,$200000.00,01/14/2011,COLUMBIA TELECOMMUNICATIONS,CORPORATION                                        10613 CONCORD STREET  ; KENSINGTON  ; MD  ; 20895,KENSINGTON  ,MD
PO353317,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4750.00,01/14/2011,PATRICIA M SITAR CENTER,"FOR THE ARTS 1700 KALORAMA RD NW, SUITE 101  ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO353314,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4000.00,01/14/2011,AFRICAN CONTINUUM THEATRE CO.,3523 12TH ST. NE                                   2ND FL.  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO353357,OFFICE OF CHIEF FINANCIAL OFFICER,"MICROCOMPUTERS, HANDHELD, LAPTOP, AND NOTEBOOK 54",$24150.00,01/14/2011,DUPONT COMPUTERS,"1761 S STREET, N.W.  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO353368,DEPARTMENT OF TRANSPORTATION,TRANSPORTATION CONSULTING 96,$3000.00,01/14/2011,VOIANCE LANGUAGE SERVICES LLC,5780 N SWAN ROAD  ; TUCSON  ; AZ  ; 85718,TUCSON  ,AZ
PO353285,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$231175.00,01/14/2011,BWI,1340 RIDGEVIEW DRIVE   ; MCHENRY  ; IL  ; 60050-,MCHENRY  ,IL
PO353284,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$275000.00,01/14/2011,BWI,1340 RIDGEVIEW DRIVE   ; MCHENRY  ; IL  ; 60050-,MCHENRY  ,IL
PO353323,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$21517.50,01/14/2011,"FOTOWEEK DC, INC.","1838 COLUMBIA RD., NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO353311,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3586.25,01/14/2011,RUTH STENSTROM,1736 COLUMBIA ROAD NW APT.303   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO353392,DEPARTMENT ON DISABILITY SERVICES,MEMBERSHIP DUES 48,$4228.00,01/14/2011,NATL ASSOC OF ST DIR OF DEV DI,113 ORONOCO STREET  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO353389,DEPARTMENT OF CORRECTIONS,"SOAP, HAND: BAR, LIQUID, AND POWDERED 86",$4950.00,01/14/2011,AMERICAN SUPPLY COMPANY,316 F. ST. NE. 103  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO353367,DEPARTMENT OF CORRECTIONS,"UNDERGARMENTS AND SLEEPWEAR, FEMALE 86",$5550.00,01/14/2011,AMERICAN SUPPLY COMPANY,316 F. ST. NE. 103  ; WASHINGTON  ; DC  ; 20002-,WASHINGTON  ,DC
PO353305,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3000.00,01/14/2011,WILLIAM THOMAS BOBO,"1650 HARVARD STREET, NW #429  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO353362,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$19700.00,01/14/2011,HASBROUCK ASSOCIATES,1836 METZEROTT ROAD  STUDIO 1804  ; ADELPHI  ; MD  ; 20783-,ADELPHI  ,MD
PO352976,MUNICIPAL FACILITIES: NON-CAPITAL,SNOW AND ICE REMOVAL SERVICES 72,$100000.00,01/14/2011,HORTON AND BARBER CONSTRUCTION,3127 MARTIN LUTHER KING JR. AV  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO353282,OFFICE OF THE CHIEF MEDICAL EXAMINER,"LABORATORY EQUIPMENT AND ACCESSORIES, MAINTENANCE AND REPAIR: FOR GENERAL AND ANALYTICAL RESEARCH USE, NUCLEAR, OPTICAL, PHYSICAL 62",$8000.00,01/14/2011,NOVA BIOMEDICAL CORPORATION,200 PROSPECT ST.  ; WALTHAM  ; MA  ; 02454,WALTHAM  ,MA
PO348966,LOTTERY & CHARITABLE GAMES CONTROL BOARD,ACCOUNTING/AUDITING/BUDGET CONSULTING 04,$63500.00,01/14/2011,DELOITTE AND TOUCHE LLP,1750 TYSONS BLVD  ; MCLEAN  ; VA  ; 22102-4219,MCLEAN  ,VA
PO353372,DEPARTMENT OF CORRECTIONS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4800.00,01/14/2011,ALAN L. BALARAN,"1666 CONNECTICUT AVENUE, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO353366,OFFICE OF ADMINISTRATIVE HEARINGS,"POSTAGE RELATED PURCHASES (INCL. POSTAGE STAMPS, PRE-SORT 1ST CLASS INSCRIPTIONS, POSTAGE BY PHONE FOR METERS, ETC.) 57",$15000.00,01/14/2011,PITNEY BOWES,7630 LITTLE RIVER TURNPIKE                         SUITE 800M  ; ANNANDALE  ; VA  ; 22003,ANNANDALE  ,VA
PO353322,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3000.00,01/14/2011,PATRICK MCDONOUGH,"1391 PENNSYLVANIA AVE,SE,#265   ; WASHINGTON  ; DC  ; 20003-",WASHINGTON  ,DC
PO353475,DEPARTMENT OF REAL ESTATE SERVICES,COMMUNICATIONS SYSTEMS; TV; MICROWAVE; TELEPHONE; COMPUTER 28,$851112.00,01/18/2011,"CFI, LLC",18000 WEST NINE MILE ROAD SUITE 550  ; SOUTHFIELD  ; MI  ; 48075,SOUTHFIELD  ,MI
PO353486,HOMELAND SECURITY GRANTS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$200000.00,01/18/2011,"THE MALLOY GROUP, LLC.",4216 EVERGREEN LANE SUITE 133  ; ANNANDALE  ; VA  ; 22003-,ANNANDALE  ,VA
PO353493,LOTTERY & CHARITABLE GAMES CONTROL BOARD,MEMBERSHIP DUES 48,$28000.00,01/18/2011,NORTH AMERICAN ASSOCIATION OF,"NASPL                                              2775 BISHOP ROAD, SUITE B  ; WILLOUGBY HILLS  ; OH  ; 44092",WILLOUGBY HILLS  ,OH
PO352254-V2,OFFICE OF CHIEF FINANCIAL OFFICER,DATABASE SOFTWARE 37,$5192.96,01/18/2011,SOFTWARE INFORMATION RESOURCE,"1325 G. STREET, NW.                                SUITE 500  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO353450,FIRE AND EMERGENCY MEDICAL SERVICES,"GENERATORS, PORTABLE AND STATIONARY, INCLUDING PARTS AND ACCESSORIES MAINTENANCE AND REPAIR 39",$4900.00,01/18/2011,EXECUTIVE CONTRACTORS,"6413 9TH STREET, NW  ; WASHINGTON  ; DC  ; 20012-0012",WASHINGTON  ,DC
PO346545-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$247836.00,01/18/2011,TELECOMMUNICATIONS DEV CORP,1919 13TH STREET NW   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO353474,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$5000.00,01/18/2011,TURNING THE PAGE,"1010 VERMONT AVENUE, NW                            SUITE 915  ; WASHINGTON  ; DC  ; 20005",WASHINGTON  ,DC
PO353448,OFFICE OF THE ATTORNEY GENERAL,LEGAL SERVICES INCLUDING DEPOSITIONS AND EXPERT WITNESS TESTIMONY 50,$4770.00,01/18/2011,MARCUS ASSET GROUP INC,1615 NEW HAMPSHIRE AVENUE NW   ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO353481,DC PUBLIC LIBRARY,"ENERGY COMPUTERIZED CONTROL SYSTEMS FOR HVAC, LIGHTING, UTILITIES, ETC. COMBINATION 14",$372800.00,01/18/2011,UNITED GENERAL CONTRACTOR,"606 B RHODE ISLAND AVENUE, NE   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO353453,DEPT. OF HOUSING AND COMM. DEVELOPMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$310805.00,01/18/2011,LATINO ECONOMIC DVLPMNT CORP,2316 18TH ST NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
PO353484,CHILD AND FAMILY SERVICES,"ENVELOPES, PLAIN, STOCK SIZES 30",$7500.00,01/18/2011,BURLINGTON COAT FACT-GREENBLT,6200 GREENBELT ROAD  ; GREENBELT  ; MD  ; 20770,GREENBELT  ,MD
PO353485,CHILD AND FAMILY SERVICES,"ENVELOPES, PLAIN, STOCK SIZES 30",$7500.00,01/18/2011,TARGET CORP,3701 WAYZATA BLVD.                                 MAIL STOP 2B-H  ; MINNEAPOLIS  ; MN  ; 55416,MINNEAPOLIS  ,MN
PO353472,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$4500.00,01/18/2011,MARY BETH CROWDER-MEIER,11773 ALEXANDER HAYS RD  ; BRISTOW  ; VA  ; 20136,BRISTOW  ,VA
PO353473,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,EDUCATION AND TRAINING CONSULTING 38,$4500.00,01/18/2011,LONG VIEW ASSOCIATES LLC,607 RALEIGH PLACE SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO353483,SPECIAL EDUCATION TRANSPORTATION,TOKENS 88,$24000.00,01/18/2011,WASH METRO AREA TRANSIT AUTH,600 5TH STREET NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO353478,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,JANITORIAL/CUSTODIAL SERVICES 39,$4735.36,01/18/2011,BOLANA CAPITOL ENTERPRISES INC,"4645 NANNIE HELEN BURROUGHS AVE, NE SUITE 206  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO342897-V2,DEPARTMENT OF MENTAL HEALTH,"MENTAL HEALTH SERVICES: VOCATIONAL, RESIDENTIAL, ETC. 62",$73297.35,01/18/2011,DEAF REACH,3521 12TH STREET NE   ; WASHINGTON  ; DC  ; 20017-,WASHINGTON  ,DC
PO353494,MUNICIPAL FACILITIES: NON-CAPITAL,AUTOMOBILES AND OTHER PASSENGER VEHICLES (INCLUDING EMERGENCY TYPE) RENTAL OR LEASE 14,$9000.00,01/18/2011,ENTERPRISE RENT-A-CAR GOVERNME,2650 SOUTH HANLEY ROAD  ; ST. LOUIS  ; MO  ; 63144,ST. LOUIS  ,MO
PO353449,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$18200.00,01/18/2011,"M&G SERVICES, INC",7900 WALKER MILL DRIVE   ; CAPITOL HEIGHTS   ; MD  ; 20743,CAPITOL HEIGHTS   ,MD
PO353609,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$15950.00,01/19/2011,WILLIAM GALLAGHER,3143 DUMBARTON STREET NW  ; WASHINGTON  ; DC  ; 20007,WASHINGTON  ,DC
PO353611,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$7752.00,01/19/2011,JESSIE HEIER,242 9TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO348873-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$10000.00,01/19/2011,HEALTHY AFRICAN AMERICAN MEN'S,"30 FRANKLIN STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO348882-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$41000.00,01/19/2011,ACCESS TO RACIAL & CULTURAL,"3645 VEAZEY STREET, NW  ; WASHINGTON  ; DC  ; 20008",WASHINGTON  ,DC
PO353610,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8970.00,01/19/2011,JASON SLIWA,1325 PARK ROAD NW  ; WASHINGTON  ; DC  ; 20010,WASHINGTON  ,DC
PO353608,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$8970.00,01/19/2011,KAREN HANTMAN,1707 KILBOURNE PL NW  ; WASHINGTON  ; DC  ; 20010,WASHINGTON  ,DC
PO353612,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$12990.00,01/19/2011,HAYWOOD NOBLES,1424 LONGFELLOW ST NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO353605,D.C. DEPARTMENT OF HUMAN RESOURCES,"EDUCATIONAL SERVICES, ALTERNATIVE 18",$87650.00,01/19/2011,"MINDLEADERS, INC.","5500 GLENDON COURT, SUITE 200  ; DUBLIN  ; OH  ; 43016",DUBLIN  ,OH
PO353625,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$7000.00,01/19/2011,MULTI CULTURAL BOOKS&VIDEOS,28880 SOUTHFIELD ROAD                              SUITE 1  ; LATHRUP VILLAGE  ; MT  ; 48070,LATHRUP VILLAGE  ,MT
PO353615,DEPARTMENT OF EMPLOYMENT SERVICES,COMPUTER SOFTWARE CONSULTING 29,$187330.00,01/19/2011,GEOGRAPHIC SOLUTIONS INC,1001 OMAHA CIRCLE  ; PALM HARBOUR  ; FL  ; 34683,PALM HARBOUR  ,FL
PO353573,DEPT. OF HOUSING AND COMM. DEVELOPMENT,"MICROCOMPUTERS, DESKTOP OR TOWERBASED 53",$3627.28,01/19/2011,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO353527,DEPT. OF HOUSING AND COMM. DEVELOPMENT,SOFTWARE MAINTENANCE/SUPPORT 45,$4782.51,01/19/2011,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO353617,"DEPART OF INSURANCE,SECURITIES & BANKING","MONITORS, COLOR AND MONOCHROME (CGA, VGA, SVGA, ETC.) 60",$7587.96,01/19/2011,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO353622,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$400000.00,01/19/2011,INGRAM LIBRARY SERVICES,ONE INGRAM BLVD   ; LAVERGNE  ; TN  ; 37086-,LAVERGNE  ,TN
PO353627,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$300000.00,01/19/2011,INGRAM LIBRARY SERVICES,ONE INGRAM BLVD   ; LAVERGNE  ; TN  ; 37086-,LAVERGNE  ,TN
PO353618,METROPOLITAN POLICE DEPARTMENT,"MULTI-FUNCTION OFFICE MACHINES (COMBINATION OF FAX-COPIER-SCANNER-PRINTER, ETC.) 72",$4917.70,01/19/2011,PAULETTE WASHINGTON,1426 9TH STREET NW 4TH FLOOR  ; WASHINGTON   ; DC  ; 20001,WASHINGTON   ,DC
PO353512,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$22750.00,01/19/2011,MULTICULTURAL REHAB INC.,9801 GEORGIA AVE. SUITE 229  ; SILVER SPRING  ; MD  ; 20902-,SILVER SPRING  ,MD
PO353626,DC PUBLIC LIBRARY,"BOOKS, ALL TYPES (LIBRARY, SCHOOL, ETC.) 18",$300000.00,01/19/2011,BAKER & TAYLOR INC,2550 W. TAYVOLA ROAD                               SUITE 300  ; CHARLOTTE  ; NC  ; 28217,CHARLOTTE  ,NC
PO348668-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),CONFERENCE COORDINATING AND PLANNING SERVICES 23,$24985.20,01/19/2011,GALLAUDET UNIVERSITY,"800 FLORIDA AVENUE, N.E.   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO353571,DEPARTMENT OF TRANSPORTATION,"PLANNING, URBAN (COMMUNITY, REGIONAL, AREAWIDE, AND STATE) 64",$51800.00,01/19/2011,RHODESIDE & HARWELL INC.,320 KING ST.                                       SUITE 202  ; ALEXANDRIA  ; VA  ; 22314,ALEXANDRIA  ,VA
PO353633,METROPOLITAN POLICE DEPARTMENT,"FLASHLIGHTS AND LANTERNS, BATTERY TYPE 32",$8075.64,01/19/2011,"STAR OFFICE PRODUCTS, INC",1900 L STREET NW SUITE 303  ; WASHINGTON  ; DC  ; 20036-,WASHINGTON  ,DC
PO350639-V2,SPECIAL EDUCATION TRANSPORTATION,"BUSES, SCHOOL AND MASS TRANSIT, MAINTENANCE AND REPAIR (NOT OTHERWISE CLASSIFIED 24",$132000.00,01/19/2011,"K. NEAL INTERNATIONAL TRUCK, I",5000 TUXEDO ROAD  ; TUXEDO  ; MD  ; 20781,TUXEDO  ,MD
PO352008-V2,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$150000.00,01/19/2011,FOOD & FRIENDS,219 RIGGS ROAD NE  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO350057-V3,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$150000.00,01/19/2011,"CARL VOGEL FOUNDATION,INC","DBA CARL VOGEL FOUNDATION,INC 1012 14TH STREET NW SUITE 700  ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO349669-V3,DEPARTMENT OF HEALTH,HEALTH CARE SERVICES (NOT OTHERWISE CLASSIFIED) 48,$200000.00,01/19/2011,DC CARE CONSORTIUM,"& EDUCATION CONSORTIUM 1112 16TH ST NW, STE400  ; WASHINGTON  ; DC  ; 20036-",WASHINGTON  ,DC
PO353537,DC PUBLIC LIBRARY,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$115651.18,01/19/2011,IIU CONSULTING INSTITUTE INC,3715 MARTIN LUTHER KING JR AVE SE   ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO353536,DC PUBLIC LIBRARY,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$124992.00,01/19/2011,UNITED GENERAL CONTRACTOR,"606 B RHODE ISLAND AVENUE, NE   ; WASHINGTON  ; DC  ; 20002-",WASHINGTON  ,DC
PO353570,DEPARTMENT OF TRANSPORTATION,HIGHWAYS; STREETS; AIRPORT PAY-PARKING LOTS - ARCHITECTURAL 46,$18859.00,01/19/2011,RAJAN MAHIMA ASSOCIATES,"900 S. WASHINGTON STREET,                          STE. 305  ; FALLS CHURCH  ; VA  ; 22046",FALLS CHURCH  ,VA
